url_length,hostname_length,path_length,query_length,count_dots,count_hyphens,count_underscores,count_slashes,count_at,count_question,count_equals,count_ampersand,count_percent,count_digits,count_letters,digit_ratio,is_https,has_ip,has_port,subdomain_count,has_phish_keyword,suspicious_tld,is_shortened,double_slash_in_path,hyphen_in_domain,entropy_hostname,entropy_path,query_param_count,has_fragment,dots_in_hostname,digit_only_subdomain,special_char_density,domain_age_days,is_new_domain,whois_available,domain_country,has_privacy_guard,dns_resolves,label
36,18,10,0,2,0,0,3,0,0,0,0,0,0,30,0.0,1,0,0,1,0,0,0,0,0,3.2391,3.1219,0,0,2,0,0.0,-1,0,0,0,0,0,0
42,28,7,0,1,2,0,3,0,0,0,0,0,10,25,0.23809523809523808,0,0,0,0,1,1,0,0,1,4.4502,2.5216,0,0,1,0,0.0,-1,0,0,0,0,0,1
46,21,8,9,1,2,0,3,0,1,1,0,0,0,37,0.0,0,0,0,0,0,1,0,0,1,3.8802,2.75,1,0,1,0,0.0,-1,0,0,0,0,0,1
22,14,0,0,2,0,0,2,0,0,0,0,0,0,17,0.0,1,0,0,1,0,0,0,0,0,2.8424,0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
60,13,25,14,4,0,0,5,0,1,1,0,0,10,38,0.16666666666666666,0,1,0,2,1,0,0,0,0,2.5654,3.4791,1,0,3,1,0.0,-1,0,0,0,0,0,1
18,9,1,0,1,0,0,3,0,0,0,0,0,0,13,0.0,1,0,0,0,0,0,0,0,0,2.9477,-0.0,0,0,1,0,0.0,-1,0,0,0,0,0,0
40,25,8,0,1,2,0,3,0,0,0,0,0,0,33,0.0,0,0,0,0,0,1,0,0,1,4.0039,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
60,30,13,9,1,3,0,4,0,1,1,0,0,0,49,0.0,0,0,0,0,1,1,0,0,1,3.9232,3.3927,1,0,1,0,0.0,-1,0,0,0,0,0,1
42,27,8,0,1,2,0,3,0,0,0,0,0,0,35,0.0,0,0,0,0,0,1,0,0,1,3.8562,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
45,20,8,9,1,2,0,3,0,1,1,0,0,0,36,0.0,0,0,0,0,0,1,0,0,1,3.6842,2.5,1,0,1,0,0.0,-1,0,0,0,0,0,1
53,27,8,10,1,2,0,3,0,1,1,0,0,0,44,0.0,0,0,0,0,1,1,0,0,1,3.5417,2.5,1,0,1,0,0.0,-1,0,0,0,0,0,1
43,25,10,0,4,0,0,5,0,0,0,0,0,2,31,0.046511627906976744,1,0,0,1,0,0,0,0,0,3.7035,2.6464,0,0,2,0,0.0,-1,0,0,0,0,0,0
23,14,1,0,2,0,0,3,0,0,0,0,0,0,17,0.0,1,0,0,1,0,0,0,0,0,3.0391,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
44,21,15,0,2,1,0,5,0,0,0,0,0,0,35,0.0,1,0,0,1,0,0,0,0,0,3.5226,3.3232,0,0,2,0,0.0,-1,0,0,0,0,0,0
56,30,8,10,1,3,0,3,0,1,1,0,0,4,42,0.07142857142857142,0,0,0,0,1,1,0,0,1,4.0729,3.0,1,0,1,0,0.0,-1,0,0,0,0,0,1
41,13,20,0,3,1,0,4,0,0,0,0,0,0,32,0.0,1,0,0,1,0,0,0,0,0,3.2389,3.4464,0,0,2,0,0.0,-1,0,0,0,0,0,0
35,17,10,0,1,0,0,3,0,0,0,0,0,0,30,0.0,1,0,0,0,0,0,0,0,0,3.6901,3.1219,0,0,1,0,0.0,-1,0,0,0,0,0,0
33,13,13,0,1,0,0,4,0,0,0,0,0,5,22,0.15151515151515152,0,0,0,0,1,0,0,0,0,2.6535,3.0851,0,0,1,0,0.0,-1,0,0,0,0,0,1
49,23,8,10,1,2,0,3,0,1,1,0,0,2,38,0.04081632653061224,0,0,0,0,0,1,0,0,1,3.7951,2.75,1,0,1,0,0.0,-1,0,0,0,0,0,1
20,7,5,0,1,0,0,3,0,0,0,0,0,0,15,0.0,1,0,0,0,0,0,0,0,0,2.5216,2.3219,0,0,1,0,0.0,-1,0,0,0,0,0,0
36,18,10,0,2,0,0,4,0,0,0,0,0,0,29,0.0,1,0,0,1,0,0,0,0,0,3.3502,3.1219,0,0,2,0,0.0,-1,0,0,0,0,0,0
45,15,22,0,3,0,0,5,0,0,0,0,0,1,35,0.022222222222222223,1,0,0,1,0,0,0,0,0,3.4566,3.4817,0,0,2,0,0.0,-1,0,0,0,0,0,0
36,15,13,0,1,1,0,3,0,0,0,0,0,0,30,0.0,1,0,0,0,0,0,0,0,0,3.3736,3.5466,0,0,1,0,0.0,-1,0,0,0,0,0,0
34,9,17,0,1,0,0,6,0,0,0,0,0,0,26,0.0,1,0,0,0,0,0,0,0,0,3.1699,3.3816,0,0,1,0,0.0,-1,0,0,0,0,0,0
50,18,24,0,2,0,0,6,0,0,0,0,0,0,41,0.0,1,0,0,1,0,0,0,0,0,3.4194,3.6368,0,0,2,0,0.0,-1,0,0,0,0,0,0
43,28,8,0,1,2,0,3,0,0,0,0,0,0,36,0.0,0,0,0,0,1,1,0,0,1,4.0931,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
39,26,6,0,1,2,0,3,0,0,0,0,0,0,32,0.0,0,0,0,0,1,1,0,0,1,4.0081,2.2516,0,0,1,0,0.0,-1,0,0,0,0,0,1
28,15,5,0,2,0,0,3,0,0,0,0,0,0,22,0.0,1,0,0,1,0,0,0,0,0,3.1396,2.3219,0,0,2,0,0.0,-1,0,0,0,0,0,0
29,16,5,0,2,0,0,3,0,0,0,0,0,0,23,0.0,1,0,0,1,0,0,0,0,0,3.0,2.3219,0,0,2,0,0.0,-1,0,0,0,0,0,0
50,37,6,0,4,1,0,3,0,0,0,0,0,0,41,0.0,0,0,0,3,1,1,0,0,1,3.9795,2.585,0,0,4,0,0.0,-1,0,0,0,0,0,1
24,15,1,0,2,0,0,3,0,0,0,0,0,0,18,0.0,1,0,0,1,0,0,0,0,0,3.3232,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
43,29,7,0,1,3,0,3,0,0,0,0,0,0,35,0.0,0,0,0,0,1,1,0,0,1,3.4344,2.8074,0,0,1,0,0.0,-1,0,0,0,0,0,1
31,13,10,0,2,1,0,3,0,0,0,0,0,2,22,0.06451612903225806,1,0,0,1,1,0,0,0,0,3.027,3.3219,0,0,2,0,0.0,-1,0,0,0,0,0,0
48,34,7,0,4,0,0,3,0,0,0,0,0,0,40,0.0,0,0,0,3,1,1,0,0,0,3.6206,2.2359,0,0,4,0,0.0,-1,0,0,0,0,0,1
55,28,7,12,1,2,0,3,0,1,1,0,0,0,46,0.0,0,0,0,0,1,1,0,0,1,4.0391,2.8074,1,0,1,0,0.0,-1,0,0,0,0,0,1
28,15,5,0,2,0,0,3,0,0,0,0,0,0,22,0.0,1,0,0,1,0,0,0,0,0,3.3232,2.3219,0,0,2,0,0.0,-1,0,0,0,0,0,0
24,15,1,0,2,1,0,3,0,0,0,0,0,0,17,0.0,1,0,0,1,0,0,0,0,1,3.0062,-0.0,0,0,2,0,0.0,-1,0,0,0,0,0,0
61,24,7,22,1,2,0,3,0,1,2,1,0,2,48,0.03278688524590164,0,0,0,0,1,1,0,0,1,3.8868,2.2359,2,0,1,0,0.0,-1,0,0,0,0,0,1
42,17,17,0,2,0,1,5,0,0,0,0,0,0,33,0.0,1,0,0,1,0,0,0,0,0,3.2639,3.3372,0,0,2,0,0.0,-1,0,0,0,0,0,0
22,13,1,0,1,0,0,3,0,0,0,0,0,0,17,0.0,1,0,0,0,0,0,0,0,0,3.3927,-0.0,0,0,1,0,0.0,-1,0,0,0,0,0,0
29,14,7,0,1,0,0,3,0,0,0,0,0,0,24,0.0,1,0,0,0,0,0,0,0,0,3.3249,2.8074,0,0,1,0,0.0,-1,0,0,0,0,0,0
41,26,8,0,1,2,0,3,0,0,0,0,0,0,34,0.0,0,0,0,0,1,1,0,0,1,4.0081,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
38,23,8,0,1,2,0,3,0,0,0,0,0,0,31,0.0,0,0,0,0,0,1,0,0,1,3.969,2.5,0,0,1,0,0.0,-1,0,0,0,0,0,1
38,14,16,0,1,0,0,5,0,0,0,0,0,0,31,0.0,1,0,0,0,0,0,0,0,0,3.3788,3.1556,0,0,1,0,0.0,-1,0,0,0,0,0,0
